C-2015-12
"December 1, 2015 - December 31, 2015"
"Total: $ 39,831.69"


Date,Description,Currency,Amount,Category,Payment,Start/Stop Mileage,Receipt - Excel File Link
9/23/16,P2.79,USD,20.00,Fuel,Cash,,
9/24/16,,USD,30.00,Haircut,Cash,,
9/24/16,,USD,7.83,Smokes,Cash,,
9/24/16,,USD,2.00,Gifts,Cash,,
9/24/16,,USD,4.44,Lunch,Cash,,
9/25/16,,USD,45.00,Lunch,Cash,,
9/25/16,TexasRoadhouse,USD,45.00,Dinner,Cash,,
9/25/16,P2.799,USD,20.00,Fuel,Cash,,
9/26/16,,USD,2.81,Starbucks,Cash,,
9/26/16,BobEvans,USD,19.96,Breakfast,Cash,,
9/26/16,,USD,11.62,Dinner,Cash,,
9/26/16,,USD,10.66,Lunch,Cash,,
9/26/16,,USD,5.00,MiscSnack,Cash,,
9/27/16,,USD,7.50,Smokes,Cash,,
9/27/16,,USD,6.50,Lunch,Cash,,
9/28/16,,USD,9.63,Groceries,Cash,,
9/28/16,P2.799,USD,20.00,Fuel,Cash,,
9/29/16,,USD,7.68,Groceries,Cash,,
9/29/16,,USD,2.89,Starbucks,Cash,,
9/29/16,,USD,6.50,Lunch,Cash,,
9/29/16,,USD,31.82,Groceries,Cash,,
9/30/16,,USD,7.83,Lunch,Cash,,
10/1/16,,USD,28.38,Groceries,Cash,,
10/2/16,,USD,25.74,Groceries,Cash,,
10/2/16,P2.699,USD,30.00,Fuel,Cash,,
10/2/16,PowerCords,USD,40.28,ConsumerElectronics,Cash,,
10/2/16,,USD,19.08,Dinner,Cash,,
10/4/16,,USD,8.31,Lunch,Cash,,
10/4/16,,USD,60.00,HomeMaintenance,Cash,,
10/4/16,,USD,19.50,MiscSnack,Cash,,
10/5/16,,USD,16.00,Breakfast,Cash,,
10/5/16,,USD,4.64,Starbucks,Cash,,
10/5/16,,USD,8.11,Lunch,Cash,,
10/5/16,,USD,4.50,MiscSnack,Cash,,
10/6/16,,USD,2.60,Starbucks,Cash,,
10/6/16,,USD,8.09,Lunch,Cash,,
10/6/16,,USD,10.00,Fuel,Cash,,
10/6/16,,USD,7.83,Smokes,Cash,,
10/7/16,,USD,9.20,Lunch,Cash,,
10/7/16,,USD,125.00,Spa,Cash,,
10/7/16,,USD,25.00,HomeMaintenance,Cash,,
10/7/16,,USD,18.48,Groceries,Cash,,
10/8/16,,USD,9.26,Groceries,Cash,,
10/8/16,,USD,31.12,Groceries,Cash,,
10/8/16,,USD,12.52,Groceries,Cash,,
10/8/16,,USD,17.50,Drinks,Cash,,
10/9/16,PirnterCartrage,USD,22.25,Office Supplies,Cash,,
10/10/16,,USD,10.87,Lunch,Cash,,
10/10/16,P2.699,USD,20.00,Fuel,Cash,,
10/10/16,,USD,9.67,Dinner,Cash,,
10/11/16,,USD,8.46,Lunch,Cash,,
10/12/16,P2.799,USD,15.00,Fuel,Cash,,
10/13/16,Dinner,USD,34.00,HydraTrip,Cash,,
10/13/16,Emergen-c and water,USD,10.00,HydraTrip,Cash,,
10/13/16,GasP2.899,USD,30.00,HydraTrip,Cash,,
10/13/16,Snack,USD,5.50,HydraTrip,Cash,,
10/13/16,CoffeeMcDs,USD,1.50,HydraTrip,Cash,,
10/13/16,GasP2.759,USD,30.00,HydraTrip,Cash,,
10/13/16,Snack,USD,6.66,HydraTrip,Cash,,
10/14/16,CoffeeStarbucks,USD,2.75,HydraTrip,Cash,,
10/14/16,CoffeeStarbucks,USD,2.70,HydraTrip,Cash,,
10/14/16,GasP2.799,USD,30.00,HydraTrip,Cash,,
10/14/16,Snack,USD,14.00,HydraTrip,Cash,,
10/14/16,Gifts,USD,17.14,HydraTrip,Cash,,
10/15/16,Coffee,USD,2.00,HydraTrip,Cash,,
10/15/16,Breakfast,USD,15.00,HydraTrip,Cash,,
10/15/16,GasP2.709,USD,30.00,HydraTrip,Cash,,
10/17/16,DinnerAsianFusion,USD,25.00,HydraTrip,Cash,,
10/17/16,Breakfast,USD,13.00,HydraTrip,Cash,,
10/17/16,GasP2.599,USD,30.00,HydraTrip,Cash,,
10/17/16,Coffee,USD,79.52,HydraTrip,Cash,,
10/17/16,LunchMcDs,USD,10.78,HydraTrip,Cash,,
10/17/16,Snack,USD,5.35,HydraTrip,Cash,,
10/17/16,GasP2.85,USD,40.00,HydraTrip,Cash,,
10/18/16,Breakfast,USD,13.00,HydraTrip,Cash,,
10/18/16,,USD,11.32,Groceries,Cash,,
10/18/16,Lunch,USD,33.00,HydraTrip,Cash,,
10/19/16,,USD,20.23,Groceries,Cash,,
10/20/16,P2.659,USD,10.00,Fuel,Cash,,
10/20/16,,USD,32.72,Groceries,Cash,,
10/21/16,,USD,17.04,Groceries,Cash,,
10/21/16,ContactLenses,USD,94.00,Medical,Cash,,
10/21/16,,USD,65.00,Dinner,Cash,,
10/22/16,,USD,31.00,Haircut,Cash,,
10/22/16,,USD,16.10,Lunch,Cash,,
10/22/16,,USD,115.00,Dinner,Cash,,
10/22/16,,USD,12.00,HomeMaintenance,Cash,,
10/23/16,P2.799,USD,7.00,Fuel,Cash,,
10/23/16,R2.119,USD,5.00,Fuel,Cash,,
10/23/16,,USD,79.37,Groceries,Cash,,
10/24/16,,USD,5.00,Lunch,Cash,,
10/24/16,,USD,26.89,Laundry,Cash,,
10/25/16,,USD,14.00,Dinner,Cash,,
10/25/16,,USD,11.52,Lunch,Cash,,
10/25/16,P2.659,USD,29.00,Fuel,Cash,,
10/25/16,,USD,9.00,Drinks,Cash,,
10/26/16,,USD,4.54,Starbucks,Cash,,
10/26/16,,USD,14.00,Breakfast,Cash,,
10/26/16,Oil,USD,15.00,BMWmaintenance,Cash,,
10/26/16,,USD,11.50,Lunch,Cash,,
10/26/16,,USD,135.00,Miscellaneous,Cash,,
10/27/16,,USD,6.50,Lunch,Cash,,
10/27/16,,USD,2.60,Starbucks,Cash,,
10/28/16,,USD,12.00,Cover Charge,Cash,,
10/28/16,,USD,40.00,Drinks,Cash,,
10/28/16,,USD,29.38,Groceries,Cash,,
10/28/16,,USD,11.84,Groceries,Cash,,
10/29/16,P2.659,USD,10.00,Fuel,Cash,,
10/29/16,,USD,6.47,HomeMaintenance,Cash,,
10/29/16,,USD,21.00,Drinks,Cash,,
10/30/16,,USD,15.00,Drinks,Cash,,
10/30/16,,USD,35.50,Groceries,Cash,,
10/30/16,,USD,70.00,Dinner,Cash,,
10/31/16,P2.659,USD,40.00,Fuel,Cash,,
10/31/16,,USD,7.60,Smokes,Cash,,
10/31/16,,USD,0.92,Lunch,Cash,,
10/31/16,,USD,2.09,Starbucks,Cash,,
10/31/16,,USD,4.74,Snack,Cash,,
10/31/16,,USD,35.00,Dinner,Cash,,
11/1/16,,USD,10.00,Breakfast,Cash,,
11/1/16,,USD,11.50,MiscSnack,Cash,,
11/1/16,,USD,6.50,Dinner,Cash,,
11/2/16,,USD,14.17,Groceries,Cash,,
11/2/16,,USD,8.78,Groceries,Cash,,
11/3/16,,USD,4.25,Lunch,Cash,,
11/3/16,,USD,2.60,Starbucks,Cash,,
11/3/16,,USD,12.33,Groceries,Cash,,
11/4/16,P2.659,USD,10.00,Fuel,Cash,,
11/4/16,,USD,16.04,Groceries,Cash,,
11/4/16,,USD,22.50,Groceries,Cash,,
11/4/16,,USD,6.00,MiscSnack,Cash,,
11/5/16,,USD,33.31,Groceries,Cash,,
11/5/16,,USD,43.97,HomeMaintenance,Cash,,
11/5/16,,USD,64.88,Groceries,Cash,,
11/5/16,,USD,7.60,Smokes,Cash,,
11/7/16,P2.639,USD,15.00,Fuel,Cash,,
11/7/16,,USD,15.11,Groceries,Cash,,
11/8/16,,USD,6.50,Lunch,Cash,,
11/8/16,,USD,2.60,Starbucks,Cash,,
11/9/16,,USD,8.03,Smokes,Cash,,
11/9/16,,USD,"1,544.00",Groceries,Cash,,
11/10/16,,USD,10.49,Lunch,Cash,,
11/10/16,,USD,2.60,Starbucks,Cash,,
11/10/16,,USD,32.51,Groceries,Cash,,
11/11/16,,USD,6.22,Lunch,Cash,,
11/11/16,,USD,21.25,Dinner,Cash,,
11/11/16,P2.799,USD,5.00,Fuel,Cash,,
11/11/16,,USD,5.00,Cover Charge,Cash,,
11/11/16,,USD,9.00,Drinks,Cash,,
11/11/16,,USD,7.60,Smokes,Cash,,
11/11/16,,USD,8.00,Drinks,Cash,,
11/12/16,,USD,6.52,HomeMaintenance,Cash,,
11/12/16,P2.639,USD,20.00,Fuel,Cash,,
11/12/16,,USD,14.02,Groceries,Cash,,
11/12/16,,USD,22.16,Drinks,Cash,,
11/12/16,,USD,7.00,Cover Charge,Cash,,
11/12/16,,USD,8.10,Drinks,Cash,,
11/13/16,,USD,65.69,Groceries,Cash,,
11/14/16,,USD,6.65,Lunch,Cash,,
11/15/16,,USD,20.00,Drinks,Cash,,
11/15/16,Earls,USD,18.00,Dinner,Cash,,
11/15/16,,USD,6.50,Lunch,Cash,,
11/15/16,,USD,2.60,Starbucks,Cash,,
11/15/16,,USD,60.00,HomeMaintenance,Cash,,
11/15/16,P2.799,USD,20.00,Fuel,Cash,,
11/16/16,,USD,8.02,MiscSnack,Cash,,
11/16/16,,USD,21.00,Lunch,Cash,,
11/16/16,,USD,17.08,Breakfast,Cash,,
11/16/16,,USD,4.36,Starbucks,Cash,,
11/17/16,,USD,16.94,Groceries,Cash,,
11/18/16,,USD,10.31,Lunch,Cash,,
11/18/16,,USD,5.00,Cover Charge,Cash,,
11/18/16,,USD,9.25,Drinks,Cash,,
11/18/16,,USD,8.10,Smokes,Cash,,
11/19/16,,USD,60.00,Dinner,Cash,,
11/19/16,,USD,5.25,MiscSnack,Cash,,
11/20/16,,USD,20.89,Groceries,Cash,,
11/20/16,,USD,20.98,Dinner,Cash,,
11/20/16,,USD,10.00,Miscellaneous,Cash,,
11/21/16,,USD,21.88,Groceries,Cash,,
11/22/16,,USD,9.47,Lunch,Cash,,
11/22/16,,USD,2.60,Starbucks,Cash,,
11/22/16,,USD,49.47,Haircut,Cash,,
11/22/16,P2.639,USD,10.00,Fuel,Cash,,
11/22/16,,USD,21.91,Groceries,Cash,,
11/23/16,,USD,21.36,Groceries,Cash,,
11/23/16,,USD,43.96,Groceries,Cash,,
11/23/16,,USD,56.00,Dinner,Cash,,
11/23/16,,USD,8.00,Smokes,Cash,,
11/23/16,,USD,2.59,Groceries,Cash,,
11/24/16,,USD,9.55,Drinks,Cash,,
11/25/16,FlanelPJs,USD,10.59,Clothing,Cash,,
11/25/16,P2.799,USD,10.00,Fuel,Cash,,
11/25/16,Ceiling Tile,USD,22.26,TGNDomains,Cash,,
11/25/16,,USD,25.24,Groceries,Cash,,
11/25/16,,USD,5.00,Cover Charge,Cash,,
11/25/16,,USD,9.25,Drinks,Cash,,
11/25/16,,USD,8.00,Drinks,Cash,,
11/26/16,,USD,9.12,Groceries,Cash,,
11/27/16,,USD,15.68,Groceries,Cash,,
11/27/16,KarachiDataCenter,USD,1.58,ConsumerElectronics,Cash,,
11/27/16,P2.639,USD,20.00,Fuel,Cash,,
11/27/16,,USD,6.00,Starbucks,Cash,,
11/28/16,,USD,17.81,Groceries,Cash,,
11/28/16,,USD,168.23,BMWmaintenance,Cash,,
11/28/16,,USD,5.96,Groceries,Cash,,
11/29/16,,USD,9.43,Lunch,Cash,,
11/29/16,,USD,2.60,Starbucks,Cash,,
11/29/16,,USD,13.63,Groceries,Cash,,
11/30/16,,USD,12.08,Groceries,Cash,,
11/30/16,,USD,60.00,HomeMaintenance,Cash,,
11/30/16,,USD,7.83,Smokes,Cash,,
12/1/16,,USD,9.48,Lunch,Cash,,
12/1/16,,USD,2.60,Starbucks,Cash,,
12/2/16,,USD,16.50,Groceries,Cash,,
12/2/16,,USD,12.60,Groceries,Cash,,
12/2/16,LinksysRouter,USD,31.79,ConsumerElectronics,Cash,,
12/2/16,,USD,5.00,Cover Charge,Cash,,
12/2/16,,USD,9.25,Drinks,Cash,,
12/3/16,,USD,11.59,Groceries,Cash,,
12/3/16,,USD,60.00,Dinner,Cash,,
12/4/16,P2.759,USD,30.00,Fuel,Cash,,
12/4/16,,USD,5.00,Starbucks,Cash,,
12/4/16,,USD,24.52,Groceries,Cash,,
12/5/16,,USD,2.50,Starbucks,Cash,,
12/5/16,,USD,14.92,Lunch,Cash,,
12/5/16,,USD,2.45,Starbucks,Cash,,
12/5/16,,USD,4.95,MiscSnack,Cash,,
12/5/16,,USD,11.70,Dinner,Cash,,
12/6/16,,USD,8.50,MiscSnack,Cash,,
12/7/16,P3.109,USD,40.00,Fuel,Cash,,
12/7/16,,USD,2.73,Starbucks,Cash,,
12/7/16,,USD,7.83,Smokes,Cash,,
12/7/16,,USD,14.20,Groceries,Cash,,
12/8/16,Finger Printing,USD,30.00,Incidentals,Cash,,
12/8/16,,USD,10.45,Lunch,Cash,,
12/8/16,,USD,20.00,HH,Cash,,
12/9/16,,USD,11.95,Groceries,Cash,,
12/9/16,,USD,13.98,Groceries,Cash,,
12/9/16,,USD,10.00,Cover Charge,Cash,,
12/9/16,,USD,13.00,Drinks,Cash,,
12/9/16,,USD,5.00,Cover Charge,Cash,,
12/9/16,,USD,8.25,Drinks,Cash,,
12/9/16,,USD,5.00,Cover Charge,Cash,,
12/9/16,,USD,8.50,Drinks,Cash,,
12/10/16,,USD,9.58,Groceries,Cash,,
12/10/16,,USD,55.00,Dinner,Cash,,
12/10/16,,USD,20.00,Fuel,Cash,,
12/10/16,,USD,8.00,Smokes,Cash,,
12/10/16,,USD,25.77,HomeMaintenance,Cash,,
12/10/16,,USD,6.50,Starbucks,Cash,,
12/11/16,,USD,8.42,Lunch,Cash,,
12/11/16,,USD,25.00,Dinner,Cash,,
12/12/16,,USD,23.13,Groceries,Cash,,
12/12/16,,USD,7.41,Groceries,Cash,,
12/13/16,,USD,10.45,Lunch,Cash,,
12/13/16,,USD,2.60,Starbucks,Cash,,
12/13/16,,USD,21.16,Groceries,Cash,,
12/14/16,,USD,20.00,Dinner,Cash,,
12/14/16,,USD,60.00,HomeMaintenance,Cash,,
12/14/16,P2.759,USD,30.00,Fuel,Cash,,
12/14/16,,USD,11.04,Groceries,Cash,,
12/15/16,,USD,21.50,Miscellaneous,Cash,,
12/15/16,,USD,12.66,Drinks,Cash,,
12/15/16,,USD,28.00,Dinner,Cash,,
12/16/16,,USD,7.43,Smokes,Cash,,
12/16/16,,USD,7.36,Lunch,Cash,,
12/17/16,P2.899,USD,20.00,Fuel,Cash,,
12/17/16,,USD,10.73,Lunch,Cash,,
12/18/16,,USD,33.68,Groceries,Cash,,
12/18/16,,USD,35.00,Dinner,Cash,,
12/18/16,,USD,20.00,Rosario,Cash,,
12/19/16,,USD,9.30,Groceries,Cash,,
12/19/16,,USD,19.89,Groceries,Cash,,
12/20/16,,USD,7.83,Smokes,Cash,,
12/20/16,,USD,11.50,Lunch,Cash,,
12/20/16,,USD,1.22,Groceries,Cash,,
12/21/16,Rosario,USD,308.50,Gifts,Cash,,
12/21/16,,USD,30.00,Haircut,Cash,,
12/21/16,,USD,18.63,Groceries,Cash,,
12/21/16,,USD,5.70,Groceries,Cash,,
12/21/16,PhoneCovers,USD,21.16,ConsumerElectronics,Cash,,
12/22/16,,USD,23.22,Starbucks,Cash,,
12/22/16,,USD,9.43,Lunch,Cash,,
12/22/16,P2.849,USD,10.00,Fuel,Cash,,
12/22/16,,USD,16.16,Groceries,Cash,,
12/23/16,,USD,40.00,Dinner,Cash,,
12/23/16,,USD,30.15,Groceries,Cash,,
12/23/16,,USD,9.45,MiscSnack,Cash,,
12/23/16,P2.739,USD,20.00,Fuel,Cash,,
12/24/16,,USD,25.96,Groceries,Cash,,
12/26/16,,USD,11.70,Groceries,Cash,,
12/26/16,P2.759,USD,10.00,Fuel,Cash,,
12/26/16,,USD,20.00,Dinner,Cash,,
12/27/16,P2.759,USD,15.00,Fuel,Cash,,
12/27/16,,USD,19.57,Groceries,Cash,,
12/27/16,,USD,23.00,Dinner,Cash,,
12/28/16,P2.959,USD,20.00,Fuel,Cash,,
12/28/16,,USD,130.00,Miscellaneous,Cash,,
12/28/16,,USD,65.00,Drinks,Cash,,
12/29/16,,USD,30.00,Breakfast,Cash,,
12/29/16,,USD,39.13,Groceries,Cash,,
12/29/16,,USD,16.43,Dinner,Cash,,
12/30/16,,USD,33.00,Breakfast,Cash,,
12/30/16,,USD,15.84,Lunch,Cash,,
12/30/16,P2.799,USD,10.00,Fuel,Cash,,
12/30/16,,USD,20.08,Groceries,Cash,,
12/31/16,,USD,50.46,Groceries,Cash,,
12/31/16,,USD,22.43,Groceries,Cash,,
12/31/16,,USD,11.08,Groceries,Cash,,
1/2/17,,USD,20.25,Groceries,Cash,,
1/2/17,,USD,6.11,Starbucks,Cash,,
1/2/17,P2.759,USD,10.00,Fuel,Cash,,
1/3/17,,USD,9.47,Lunch,Cash,,
1/3/17,,USD,2.60,Starbucks,Cash,,
1/3/17,,USD,5.27,Snack,Cash,,
1/4/17,,USD,5.00,Groceries,Cash,,
1/5/17,P2.849,USD,5.00,Fuel,Cash,,
1/5/17,,USD,7.43,Smokes,Cash,,
1/5/17,,USD,2.39,Starbucks,Cash,,
1/5/17,,USD,9.47,Lunch,Cash,,
1/6/17,,USD,6.00,Drinks,Cash,,
1/6/17,,USD,17.00,Drinks,Cash,,
1/7/17,P2.879,USD,9.00,Fuel,Cash,,
1/7/17,,USD,82.63,TGNDomains,Cash,,
1/7/17,,USD,1.16,MiscSnack,Cash,,
1/7/17,,USD,34.65,Groceries,Cash,,
1/7/17,,USD,30.66,Groceries,Cash,,
1/7/17,,USD,68.61,Groceries,Cash,,
1/9/17,P2.879,USD,6.00,Fuel,Cash,,
1/9/17,,USD,7.39,Smokes,Cash,,
1/9/17,,USD,12.22,Lunch,Cash,,
1/9/17,FireLog,USD,5.57,Incidentals,Cash,,
1/9/17,,USD,6.85,Dinner,Cash,,
1/10/17,,USD,80.00,HomeMaintenance,Cash,,
1/10/17,,USD,2.60,Starbucks,Cash,,
1/10/17,,USD,9.31,Dinner,Cash,,
1/10/17,P2.899,USD,40.00,Fuel,Cash,,
1/10/17,,USD,10.49,Lunch,Cash,,
1/11/17,,USD,23.00,Dinner,Cash,,
1/11/17,,USD,13.22,Groceries,Cash,,
1/11/17,,USD,14.95,Laundry,Cash,,
1/11/17,,USD,135.00,Rx,Cash,,
1/12/17,,USD,2.60,Starbucks,Cash,,
1/12/17,,USD,16.32,Breakfast,Cash,,
1/12/17,,USD,5.50,Starbucks,Cash,,
1/12/17,,USD,7.35,Lunch,Cash,,
1/12/17,,USD,25.00,Dinner,Cash,,
1/13/17,,USD,24.00,Smokes,Cash,,
1/13/17,,USD,14.00,Miscellaneous,Cash,,
1/14/17,,USD,35.49,Groceries,Cash,,
1/14/17,,USD,12.35,Groceries,Cash,,
1/14/17,,USD,55.00,Dinner,Cash,,
1/15/17,,USD,22.83,Dinner,Cash,,
1/15/17,,USD,19.95,Miscellaneous,Cash,,
1/16/17,,USD,7.53,Smokes,Cash,,
1/16/17,,USD,5.67,Lunch,Cash,,
1/16/17,,USD,7.42,Groceries,Cash,,
1/17/17,,USD,5.25,Lunch,Cash,,
1/17/17,,USD,2.60,Starbucks,Cash,,
1/18/17,,USD,30.00,Haircut,Cash,,
1/18/17,,USD,21.18,Groceries,Cash,,
1/19/17,,USD,5.25,Lunch,Cash,,
1/19/17,,USD,2.60,Starbucks,Cash,,
1/19/17,P2.759,USD,6.00,Fuel,Cash,,
1/19/17,,USD,16.16,Groceries,Cash,,
1/20/17,,USD,7.78,Lunch,Cash,,
1/20/17,,USD,20.00,Drinks,Cash,,
1/20/17,,USD,15.25,Drinks,Cash,,
1/21/17,,USD,7.69,Smokes,Cash,,
1/21/17,P2.999,USD,10.00,Fuel,Cash,,
1/21/17,,USD,190.00,HomeMaintenance,Cash,,
1/21/17,,USD,27.47,Groceries,Cash,,
1/21/17,,USD,35.50,Dinner,Cash,,
1/22/17,,USD,25.25,Groceries,Cash,,
1/22/17,,USD,20.00,Drinks,Cash,,
1/22/17,,USD,14.36,Groceries,Cash,,
1/23/17,,USD,5.25,Lunch,Cash,,
1/23/17,,USD,2.60,Starbucks,Cash,,
1/24/17,P2.759,USD,20.00,Fuel,Cash,,
1/24/17,,USD,12.36,Groceries,Cash,,
1/24/17,P2.759,USD,10.00,Fuel,Cash,,
1/25/17,,USD,135.00,Miscellaneous,Cash,,
1/25/17,,USD,7.83,Smokes,Cash,,
1/25/17,,USD,6.50,Lunch,Cash,,
1/25/17,,USD,2.60,Starbucks,Cash,,
1/25/17,,USD,60.00,HomeMaintenance,Cash,,
1/26/17,,USD,15.32,Breakfast,Cash,,
1/26/17,,USD,5.60,Starbucks,Cash,,
1/26/17,,USD,23.00,Lunch,Cash,,
1/27/17,,USD,9.27,Lunch,Cash,,
1/27/17,,USD,5.50,Drinks,Cash,,
1/27/17,,USD,10.62,Groceries,Cash,,
1/27/17,,USD,47.00,Dinner,Cash,,
1/28/17,P2.919,USD,20.00,Fuel,Cash,,
1/29/17,,USD,20.75,Groceries,Cash,,
1/29/17,,USD,19.18,Groceries,Cash,,
1/30/17,,USD,7.59,Smokes,Cash,,
1/30/17,,USD,7.00,Lunch,Cash,,
1/30/17,,USD,6.77,Groceries,Cash,,
1/31/17,,USD,6.75,Lunch,Cash,,
2/1/17,,USD,9.15,Lunch,Cash,,
2/2/17,,USD,5.25,Lunch,Cash,,
2/2/17,,USD,2.60,Starbucks,Cash,,
2/2/17,,USD,9.07,Dinner,Cash,,
2/2/17,P2.659,USD,10.00,Fuel,Cash,,
2/3/17,,USD,15.34,Groceries,Cash,,
2/4/17,,USD,17.35,Lunch,Cash,,
2/4/17,,USD,15.00,Miscellaneous,Cash,,
2/4/17,,USD,55.00,Dinner,Cash,,
2/4/17,,USD,17.50,Groceries,Cash,,
2/5/17,,USD,22.08,Groceries,Cash,,
2/6/17,P2.979,USD,6.00,Fuel,Cash,,
2/6/17,,USD,30.00,Haircut,Cash,,
2/6/17,,USD,3.65,HomeMaintenance,Cash,,
2/6/17,,USD,31.39,Groceries,Cash,,
2/7/17,P2.659,USD,6.00,Fuel,Cash,,
2/8/17,P2.659,USD,30.00,Fuel,Cash,,
2/8/17,,USD,16.67,Groceries,Cash,,
2/8/17,,USD,60.00,HomeMaintenance,Cash,,
2/8/17,,USD,13.00,Drinks,Cash,,
2/8/17,,USD,12.00,Dinner,Cash,,
2/8/17,,USD,135.00,Rx,Cash,,
2/9/17,,USD,23.00,Breakfast,Cash,,
2/9/17,,USD,8.39,Groceries,Cash,,
2/9/17,,USD,5.60,Starbucks,Cash,,
2/10/17,,USD,6.87,Lunch,Cash,,
2/10/17,,USD,72.00,Dinner,Cash,,
2/11/17,,USD,13.00,Lunch,Cash,,
2/12/17,,USD,26.41,HomeMaintenance,Cash,,
2/12/17,,USD,23.76,Groceries,Cash,,
2/13/17,,USD,5.25,Lunch,Cash,,
2/13/17,P2.739,USD,20.00,Fuel,Cash,,
2/13/17,,USD,16.03,Groceries,Cash,,
2/15/17,,USD,24.11,Groceries,Cash,,
2/16/17,,USD,9.42,Lunch,Cash,,
2/16/17,,USD,2.60,Starbucks,Cash,,
2/16/17,,USD,8.15,Groceries,Cash,,
2/17/17,,USD,6.96,Lunch,Cash,,
2/17/17,,USD,7.25,Drinks,Cash,,
2/17/17,,USD,5.00,Cover Charge,Cash,,
2/17/17,,USD,7.50,Drinks,Cash,,
2/17/17,,USD,8.00,Drinks,Cash,,
2/18/17,,USD,76.00,Dinner,Cash,,
2/18/17,,USD,26.00,Lunch,Cash,,
2/19/17,P2.699,USD,6.00,Fuel,Cash,,
2/20/17,,USD,6.77,Lunch,Cash,,
2/20/17,P2.739,USD,6.00,Fuel,Cash,,
2/20/17,,USD,14.37,Groceries,Cash,,
2/21/17,,USD,6.50,Lunch,Cash,,
2/21/17,,USD,2.60,Starbucks,Cash,,
2/21/17,,USD,60.00,HomeMaintenance,Cash,,
2/22/17,P2.739,USD,30.00,Fuel,Cash,,
2/22/17,,USD,19.55,Groceries,Cash,,
2/22/17,,USD,35.00,Dinner,Cash,,
2/22/17,,USD,8.00,Drinks,Cash,,
2/23/17,,USD,16.32,Breakfast,Cash,,
2/23/17,,USD,15.23,Groceries,Cash,,
2/23/17,Stamps,USD,19.60,OfficeSupply,Cash,,
2/24/17,,USD,8.00,Drinks,Cash,,
2/24/17,,USD,37.00,Dinner,Cash,,
2/24/17,,USD,28.00,Drinks,Cash,,
2/25/17,,USD,30.00,Snack,Cash,,
2/25/17,P2.699,USD,25.00,Fuel,Cash,,
2/25/17,,USD,3.00,Snack,Cash,,
2/25/17,,USD,18.00,Groceries,Cash,,
2/25/17,Iphone ear peace,USD,127.50,ConsumerElectronics,Cash,,
2/25/17,,USD,52.00,Dinner,Cash,,
2/26/17,,USD,12.97,Groceries,Cash,,
2/27/17,,USD,7.17,Lunch,Cash,,
2/27/17,,USD,1.37,Medical,Cash,,
2/28/17,,USD,22.11,Groceries,Cash,,
2/28/17,,USD,5.25,Lunch,Cash,,
2/28/17,,USD,2.60,Starbucks,Cash,,
3/1/17,,USD,17.55,Groceries,Cash,,
3/2/17,,USD,5.25,Lunch,Cash,,
3/2/17,,USD,2.60,Starbucks,Cash,,
3/2/17,,USD,12.57,Groceries,Cash,,
3/3/17,,USD,8.29,Lunch,Cash,,
3/3/17,,USD,7.55,Drinks,Cash,,
3/3/17,,USD,57.00,Dinner,Cash,,
3/4/17,,USD,4.87,Lunch,Cash,,
3/4/17,,USD,12.61,Dinner,Cash,,
3/5/17,P2.739,USD,10.00,Fuel,Cash,,
3/5/17,,USD,1.73,Snack,Cash,,
3/5/17,,USD,45.00,Lunch,Cash,,
3/5/17,,USD,36.89,Groceries,Cash,,
3/6/17,,USD,30.00,Haircut,Cash,,
3/6/17,,USD,18.27,Clothing,Cash,,
3/6/17,,USD,307.40,Clothing,Cash,,
3/6/17,,USD,11.35,Groceries,Cash,,
3/6/17,,USD,116.60,Clothing,Cash,,
3/6/17,,USD,32.80,Laundry,Cash,,
3/6/17,P2.899,USD,10.00,Fuel,Cash,,
3/7/17,P2.739,USD,30.00,Fuel,Cash,,
3/7/17,,USD,2.40,Groceries,Cash,,
3/7/17,,USD,60.00,HomeMaintenance,Cash,,
3/8/17,,USD,6.30,Lunch,Cash,,
3/8/17,,USD,4.10,Groceries,Cash,,
3/8/17,,USD,2.60,Starbucks,Cash,,
3/8/17,,USD,9.00,Drinks,Cash,,
3/8/17,,USD,15.00,Dinner,Cash,,
3/8/17,,USD,20.00,Snack,Cash,,
3/9/17,,USD,17.70,Breakfast,Cash,,
3/9/17,,USD,5.63,Starbucks,Cash,,
3/9/17,,USD,7.00,Dinner,Cash,,
3/10/17,,USD,240.00,Gifts,Cash,,
3/10/17,,USD,20.00,Drinks,Cash,,
3/10/17,,USD,6.00,Snack,Cash,,
3/18/17,,USD,30.72,Groceries,Cash,,
3/18/17,,USD,10.00,Cover Charge,Cash,,
3/18/17,,USD,7.75,Drinks,Cash,,
3/18/17,,USD,9.25,Drinks,Cash,,
3/18/17,,USD,5.00,Cover Charge,Cash,,
3/18/17,,USD,5.00,Cover Charge,Cash,,
3/18/17,,USD,9.25,Drinks,Cash,,
3/18/17,,USD,5.00,Cover Charge,Cash,,
3/18/17,,USD,12.00,Drinks,Cash,,
3/19/17,,USD,22.88,Groceries,Cash,,
3/19/17,,USD,22.23,BMWmaintenance,Cash,,
3/19/17,,USD,6.51,Lunch,Cash,,
3/20/17,,USD,10.13,Lunch,Cash,,
3/20/17,,USD,13.00,Dinner,Cash,,
3/21/17,,USD,5.25,Lunch,Cash,,
3/21/17,,USD,2.10,Starbucks,Cash,,
3/21/17,,USD,7.10,Groceries,Cash,,
3/21/17,P2.759,USD,40.00,Fuel,Cash,,
