C-2015-12
"December 1, 2015 - December 31, 2015"
"Total: $ 39,831.69"


Date,Description,Currency,Amount,Category,Payment,Start/Stop Mileage,Receipt - Excel File Link
4/14/16,,USD,6.33,DrewTime,Cash,,
4/14/16,P2.539,USD,20.00,Fuel,Cash,,
4/14/16,,USD,7.42,Smokes,Cash,,
4/15/16,,USD,14.95,Laundry,Cash,,
4/15/16,,USD,5.00,MiscSnack,Cash,,
4/15/16,,USD,0.00,Uncategorized,Cash,,
4/15/16,,USD,30.00,Lunch,Cash,,
4/15/16,,USD,2.07,Starbucks,Cash,,
4/15/16,,USD,28.99,Groceries,Cash,,
4/15/16,,USD,10.00,Cover Charge,Cash,,
4/15/16,,USD,7.00,Drinks,Cash,,
4/15/16,,USD,7.00,Drinks,Cash,,
4/16/16,,USD,16.93,Groceries,Cash,,
4/16/16,,USD,5.00,Cover Charge,Cash,,
4/16/16,,USD,9.00,Drinks,Cash,,
4/16/16,,USD,21.80,Groceries,Cash,,
4/17/16,,USD,23.90,Groceries,Cash,,
4/18/16,,USD,1.00,MiscSnack,Cash,,
4/18/16,,USD,4.64,MiscSnack,Cash,,
4/18/16,,USD,21.50,Groceries,Cash,,
4/18/16,,USD,7.95,Smokes,Cash,,
4/19/16,,USD,10.00,Lunch,Cash,,
4/19/16,,USD,2.98,Starbucks,Cash,,
4/19/16,,USD,9.14,Groceries,Cash,,
4/20/16,,USD,13.10,Lunch,Cash,,
4/20/16,,USD,15.24,Groceries,Cash,,
4/20/16,,USD,50.00,HomeMaintenance,Cash,,
4/21/16,P2.599,USD,20.00,Fuel,Cash,,
4/21/16,,USD,5.00,Lunch,Cash,,
4/21/16,,USD,2.98,Starbucks,Cash,,
4/21/16,,USD,18.42,MiscSnack,Cash,,
4/21/16,,USD,100.00,HomeMaintenance,Cash,,
4/21/16,,USD,24.78,Drinks,Cash,,
4/22/16,,USD,23.08,Groceries,Cash,,
4/22/16,,USD,8.52,DrewTime,Cash,,
4/22/16,P2.499,USD,30.00,Fuel,Cash,,
4/22/16,,USD,5.00,Cover Charge,Cash,,
4/22/16,,USD,7.00,Drinks,Cash,,
4/22/16,,USD,5.00,Cover Charge,Cash,,
4/22/16,,USD,7.75,Drinks,Cash,,
4/22/16,,USD,8.00,Drinks,Cash,,
4/23/16,,USD,13.48,Groceries,Cash,,
4/23/16,,USD,27.00,MiscSnack,Cash,,
4/23/16,,USD,55.00,Dinner,Cash,,
4/24/16,,USD,242.00,GunsAmmo,Cash,,
4/24/16,,USD,47.87,Groceries,Cash,,
4/25/16,ContactLenses,USD,94.00,Medical,Cash,,
4/25/16,,USD,10.04,Lunch,Cash,,
4/26/16,,USD,32.61,Groceries,Cash,,
4/27/16,P2.759,USD,20.00,Fuel,Cash,,
4/27/16,,USD,40.00,Lunch,Cash,,
4/27/16,,USD,27.25,Groceries,Cash,,
4/28/16,,USD,130.00,Rx,Cash,,
4/28/16,,USD,18.50,Dinner,Cash,,
4/28/16,,USD,14.89,Lunch,Cash,,
4/28/16,FootMassage,USD,18.00,Spa,Cash,,
4/29/16,,USD,60.00,Lunch,Cash,,
4/29/16,,USD,5.00,Cover Charge,Cash,,
4/29/16,,USD,7.00,Drinks,Cash,,
4/30/16,P2.849,USD,10.00,Fuel,Cash,,
4/30/16,,USD,26.06,Groceries,Cash,,
4/30/16,,USD,20.00,Miscellaneous,Cash,,
4/30/16,,USD,26.00,Drinks,Cash,,
5/1/16,,USD,20.54,Groceries,Cash,,
5/2/16,,USD,14.95,Laundry,Cash,,
5/2/16,,USD,8.85,Lunch,Cash,,
5/2/16,,USD,20.11,Groceries,Cash,,
5/3/16,P2.849,USD,20.00,Fuel,Cash,,
5/3/16,,USD,2.92,Starbucks,Cash,,
5/3/16,,USD,7.50,Lunch,Cash,,
5/3/16,,USD,28.74,Groceries,Cash,,
5/3/16,,USD,10.00,DrewTime,Cash,,
5/3/16,Gaterade,USD,4.00,Miscellaneous,Cash,,
5/3/16,,USD,50.00,HomeMaintenance,Cash,,
5/4/16,,USD,6.09,Lunch,Cash,,
5/5/16,,USD,19.80,Groceries,Cash,,
5/6/16,P2.799,USD,25.00,Fuel,Cash,,
5/6/16,,USD,10.57,Lunch,Cash,,
5/6/16,,USD,20.93,Laundry,Cash,,
5/6/16,,USD,70.00,Drinks,Cash,,
5/7/16,,USD,5.80,Snack,Cash,,
5/7/16,,USD,55.00,Dinner,Cash,,
5/8/16,,USD,10.24,Smokes,Cash,,
5/8/16,,USD,18.40,Groceries,Cash,,
5/8/16,P2.699,USD,20.00,Fuel,Cash,,
5/9/16,,USD,13.79,Lunch,Cash,,
5/10/16,,USD,92.12,Clothing,Cash,,
5/10/16,,USD,27.00,Haircut,Cash,,
5/10/16,,USD,3.00,MiscSnack,Cash,,
5/10/16,,USD,6.00,Lunch,Cash,,
5/10/16,,USD,6.30,DrewTime,Cash,,
5/10/16,P2.559,USD,8.00,Fuel,Cash,,
5/10/16,,USD,2.29,MiscSnack,Cash,,
5/10/16,,USD,23.74,Groceries,Cash,,
5/10/16,Toiletries ,USD,10.90,NOTrip,Cash,,
5/10/16,P2.739,USD,20.00,Fuel,Cash,,
5/11/16,,USD,13.23,Groceries,Cash,,
5/11/16,,USD,1.00,MiscSnack,Cash,,
5/11/16,,USD,9.50,Lunch,Cash,,
5/12/16,,USD,12.93,Lunch,Cash,,
5/12/16,,USD,14.95,Laundry,Cash,,
5/13/16,DinnerNumOne,USD,65.00,NOTrip,Cash,,
5/13/16,DrinksAtJesters,USD,20.00,NOTrip,Cash,,
5/13/16,Smokes,USD,12.50,NOTrip,Cash,,
5/13/16,,USD,80.00,NOTrip,Cash,,
5/13/16,BeachBarOnBurbonSt,USD,10.00,NOTrip,Cash,,
5/13/16,Drink,USD,11.00,NOTrip,Cash,,
5/13/16,Breakfast w/ M&D,USD,29.50,NOTrip,Cash,,
5/13/16,Coffee,USD,2.35,NOTrip,Cash,,
5/13/16,Nuts&Water,USD,17.78,NOTrip,Cash,,
5/14/16,ProtienDrinkAndSnack,USD,12.00,NOTrip,Cash,,
5/14/16,Beer,USD,30.00,NOTrip,Cash,,
5/15/16,,USD,6.80,NOTrip,Cash,,
5/15/16,Lunch,USD,25.00,NOTrip,Cash,,
5/15/16,USBCarCharger,USD,5.48,NOTrip,Cash,,
5/15/16,Shell@1.959,USD,15.00,NOTrip,Cash,,
5/16/16,Breakfast,USD,13.00,NOTrip,Cash,,
5/16/16,,USD,3.20,NOTrip,Cash,,
5/16/16,,USD,18.01,Groceries,Cash,,
5/16/16,Lunch,USD,11.61,NOTrip,Cash,,
5/17/16,,USD,2.98,Starbucks,Cash,,
5/17/16,,USD,7.00,Lunch,Cash,,
5/17/16,,USD,6.54,DrewTime,Cash,,
5/17/16,,USD,5.11,MiscSnack,Cash,,
5/17/16,,USD,15.82,Groceries,Cash,,
5/18/16,P2.829,USD,20.00,Fuel,Cash,,
5/18/16,,USD,23.26,Groceries,Cash,,
5/19/16,,USD,5.49,Groceries,Cash,,
5/19/16,,USD,3.50,MiscSnack,Cash,,
5/19/16,,USD,2.98,Starbucks,Cash,,
5/19/16,,USD,7.00,Lunch,Cash,,
5/19/16,P2.759,USD,10.00,Fuel,Cash,,
5/19/16,,USD,2.88,MiscSnack,Cash,,
5/19/16,,USD,44.00,Dinner,Cash,,
5/20/16,,USD,19.10,Groceries,Cash,,
5/21/16,,USD,5.69,Groceries,Cash,,
5/21/16,,USD,19.29,HomeMaintenance,Cash,,
5/21/16,,USD,31.85,Groceries,Cash,,
5/22/16,P2.559,USD,15.00,Fuel,Cash,,
5/22/16,,USD,51.38,HomeMaintenance,Cash,,
5/22/16,,USD,3.68,HomeMaintenance,Cash,,
5/22/16,,USD,27.48,Groceries,Cash,,
5/23/16,,USD,7.52,Smokes,Cash,,
5/23/16,,USD,14.22,Groceries,Cash,,
5/24/16,,USD,10.00,Lunch,Cash,,
5/24/16,,USD,6.50,DrewTime,Cash,,
5/25/16,,USD,11.58,Lunch,Cash,,
5/26/16,,USD,13.00,Lunch,Cash,,
5/26/16,WednesdatNightRace,USD,25.00,Miscellaneous,Cash,,
5/26/16,,USD,14.17,Groceries,Cash,,
5/27/16,,USD,11.00,Lunch,Cash,,
5/28/16,P2.939,USD,20.00,Fuel,Cash,,
5/28/16,,USD,17.78,Lunch,Cash,,
5/28/16,,USD,29.98,Groceries,Cash,,
5/28/16,,USD,7.00,Drinks,Cash,,
5/29/16,,USD,30.00,Drinks,Cash,,
5/29/16,,USD,22.50,MiscSnack,Cash,,
5/29/16,,USD,9.33,Dinner,Cash,,
5/30/16,P2.939,USD,20.00,Fuel,Cash,,
5/30/16,,USD,3.80,MiscSnack,Cash,,
5/30/16,,USD,48.00,Drinks,Cash,,
5/30/16,,USD,17.16,Groceries,Cash,,
5/31/16,,USD,13.99,Groceries,Cash,,
6/1/16,,USD,11.46,Lunch,Cash,,
6/1/16,,USD,25.00,HomeMaintenance,Cash,,
6/1/16,,USD,10.00,Smokes,Cash,,
6/1/16,P2.939,USD,10.00,Fuel,Cash,,
6/1/16,,USD,15.00,Groceries,Cash,,
6/2/16,,USD,50.00,HomeMaintenance,Cash,,
6/2/16,,USD,11.72,Lunch,Cash,,
6/2/16,,USD,2.92,Starbucks,Cash,,
6/3/16,P2.939,USD,5.00,Fuel,Cash,,
6/3/16,P3.979,USD,20.00,Fuel,Cash,,
6/3/16,,USD,31.38,Groceries,Cash,,
6/3/16,,USD,11.50,DrewTime,Cash,,
6/4/16,,USD,8.08,Smokes,Cash,,
6/4/16,,USD,7.00,Miscellaneous,Cash,,
6/4/16,,USD,18.79,Groceries,Cash,,
6/4/16,,USD,9.00,Drinks,Cash,,
6/4/16,,USD,10.00,Drinks,Cash,,
6/5/16,,USD,18.80,Groceries,Cash,,
6/5/16,P2.939,USD,10.00,Fuel,Cash,,
6/5/16,,USD,30.00,Dinner,Cash,,
6/6/16,,USD,11.73,Lunch,Cash,,
6/6/16,,USD,2.60,Starbucks,Cash,,
6/6/16,,USD,17.61,Groceries,Cash,,
6/7/16,,USD,7.00,Lunch,Cash,,
6/7/16,,USD,2.92,Starbucks,Cash,,
6/7/16,,USD,12.09,Groceries,Cash,,
6/8/16,P2.939,USD,20.00,Fuel,Cash,,
6/8/16,WednesdatNightRace,USD,2.96,Miscellaneous,Cash,,
6/8/16,,USD,9.98,Lunch,Cash,,
6/8/16,Gaterade,USD,9.28,MiscSnack,Cash,,
6/8/16,,USD,21.60,Groceries,Cash,,
6/8/16,,USD,100.00,HomeMaintenance,Cash,,
6/10/16,,USD,13.50,Lunch,Cash,,
6/10/16,P9.23,USD,5.00,Fuel,Cash,,
6/10/16,,USD,10.00,Drinks,Cash,,
6/10/16,,USD,8.49,Smokes,Cash,,
6/11/16,,USD,19.95,BMWmaintenance,Cash,,
6/11/16,,USD,1.50,Miscellaneous,Cash,,
6/11/16,Steak4VonsParty,USD,40.40,Incidentals,Cash,,
6/11/16,,USD,17.44,Groceries,Cash,,
6/12/16,P2.939,USD,20.00,Fuel,Cash,,
6/12/16,Entry,USD,26.00,GunsAmmo,Cash,,
6/12/16,9mm45-30/06/22,USD,126.00,GunsAmmo,Cash,,
6/12/16,rfidcovers,USD,13.00,GunsAmmo,Cash,,
6/12/16,26agCoins,USD,100.00,GunsAmmo,Cash,,
6/12/16,RokextExplosiveBook,USD,13.00,GunsAmmo,Cash,,
6/12/16,Kershaw,USD,65.00,GunsAmmo,Cash,,
6/12/16,HatPlusPatches,USD,47.00,GunsAmmo,Cash,,
6/13/16,,USD,2.60,Starbucks,Cash,,
6/13/16,,USD,6.35,MiscSnack,Cash,,
6/13/16,,USD,8.82,Lunch,Cash,,
6/13/16,Books,USD,5.00,Miscellaneous,Cash,,
6/15/16,P2.709,USD,7.05,Fuel,Cash,,
6/15/16,,USD,20.57,Groceries,Cash,,
6/15/16,,USD,6.00,Drinks,Cash,,
6/15/16,,USD,22.00,MiscSnack,Cash,,
6/16/16,P2.919,USD,5.00,Fuel,Cash,,
6/17/16,,USD,26.40,Groceries,Cash,,
6/17/16,P2.939,USD,20.00,Fuel,Cash,,
6/17/16,,USD,7.73,Smokes,Cash,,
6/17/16,,USD,7.00,Drinks,Cash,,
6/18/16,,USD,24.00,Clothing,Cash,,
6/18/16,,USD,17.82,Groceries,Cash,,
6/18/16,,USD,10.35,Drinks,Cash,,
6/18/16,,USD,14.00,Drinks,Cash,,
6/19/16,,USD,37.38,Groceries,Cash,,
6/20/16,P2.939,USD,10.00,Fuel,Cash,,
6/20/16,,USD,20.01,Groceries,Cash,,
6/20/16,R2.159,USD,20.00,Fuel,Cash,,
6/20/16,,USD,5.37,Groceries,Cash,,
6/21/16,P2.759,USD,15.00,Fuel,Cash,,
6/21/16,,USD,12.36,Lunch,Cash,,
6/21/16,BikeTuneUp & Rack,USD,195.00,TriAthlon,Cash,,
6/21/16,,USD,10.00,DrewTime,Cash,,
6/21/16,,USD,19.34,Groceries,Cash,,
6/22/16,,USD,26.76,Groceries,Cash,,
6/22/16,WedNiteRace,USD,6.31,MiscSnack,Cash,,
6/22/16,PassportPhoto,USD,13.77,Incidentals,Cash,,
6/23/16,P2.939,USD,10.00,Fuel,Cash,,
6/23/16,,USD,19.06,Groceries,Cash,,
6/24/16,,USD,12.36,Lunch,Cash,,
6/24/16,,USD,35.86,Groceries,Cash,,
6/25/16,P2.639,USD,9.00,Fuel,Cash,,
6/25/16,,USD,24.32,Groceries,Cash,,
6/25/16,,USD,10.52,Groceries,Cash,,
6/25/16,,USD,8.00,Drinks,Cash,,
6/26/16,,USD,25.40,HomeMaintenance,Cash,,
6/26/16,,USD,7.36,HomeMaintenance,Cash,,
6/26/16,,USD,1.06,Incidentals,Cash,,
6/26/16,P2.739,USD,20.00,Fuel,Cash,,
6/26/16,,USD,25.57,Groceries,Cash,,
6/26/16,BayRidgeLiquor,USD,23.96,Drinks,Cash,,
6/27/16,,USD,15.04,Lunch,Cash,,
6/27/16,,USD,7.47,Groceries,Cash,,
6/28/16,,USD,60.00,HomeMaintenance,Cash,,
6/28/16,,USD,26.06,Groceries,Cash,,
6/28/16,,USD,7.21,DrewTime,Cash,,
6/28/16,,USD,40.00,TriAthlon,Cash,,
6/28/16,,USD,3.17,MiscSnack,Cash,,
6/28/16,P2.739,USD,20.00,Fuel,Cash,,
6/29/16,,USD,22.05,Groceries,Cash,,
6/29/16,,USD,28.00,Drinks,Cash,,
6/30/16,,USD,24.95,Breakfast,Cash,,
6/30/16,,USD,9.26,Lunch,Cash,,
6/30/16,Wash,USD,19.95,TheExpedition,Cash,,
6/30/16,,USD,7.76,Smokes,Cash,,
6/30/16,,USD,5.00,Drinks,Cash,,
7/1/16,,USD,25.53,Groceries,Cash,,
7/1/16,,USD,25.80,Groceries,Cash,,
7/2/16,,USD,22.31,Breakfast,Cash,,
7/2/16,,USD,6.33,Miscellaneous,Cash,,
7/2/16,Gas,USD,20.00,Rosario,Cash,,
7/3/16,,USD,46.91,Groceries,Cash,,
7/3/16,,USD,15.50,Drinks,Cash,,
7/4/16,,USD,46.00,Breakfast,Cash,,
7/4/16,Putty4BasemenyWindow,USD,8.46,HomeMaintenance,Cash,,
7/4/16,,USD,17.91,Groceries,Cash,,
7/4/16,R2.199,USD,20.00,Fuel,Cash,,
7/5/16,,USD,7.50,Lunch,Cash,,
7/5/16,,USD,2.92,Starbucks,Cash,,
7/7/16,R2.149,USD,8.50,Fuel,Cash,,
7/7/16,,USD,7.60,Smokes,Cash,,
7/7/16,,USD,30.00,Drinks,Cash,,
7/7/16,,USD,40.00,Dinner,Cash,,
7/7/16,,USD,8.50,MiscSnack,Cash,,
7/8/16,,USD,20.37,Groceries,Cash,,
7/8/16,,USD,19.08,Groceries,Cash,,
7/8/16,,USD,9.00,Drinks,Cash,,
7/9/16,P2.659,USD,20.00,Fuel,Cash,,
7/9/16,,USD,17.65,Groceries,Cash,,
7/9/16,,USD,100.00,HomeMaintenance,Cash,,
7/10/16,,USD,20.00,Breakfast,Cash,,
7/10/16,,USD,23.20,Groceries,Cash,,
7/11/16,P2.659,USD,20.00,Fuel,Cash,,
7/11/16,,USD,17.52,Lunch,Cash,,
7/12/16,,USD,3.98,Starbucks,Cash,,
7/12/16,,USD,6.75,Lunch,Cash,,
7/13/16,,USD,25.00,Dinner,Cash,,
7/13/16,,USD,41.47,Groceries,Cash,,
7/14/16,,USD,60.00,HomeMaintenance,Cash,,
7/14/16,,USD,8.00,Lunch,Cash,,
7/14/16,,USD,2.81,Starbucks,Cash,,
7/14/16,,USD,40.17,Groceries,Cash,,
7/15/16,,USD,14.69,Lunch,Cash,,
7/15/16,,USD,6.36,Groceries,Cash,,
7/15/16,,USD,19.75,Drinks,Cash,,
7/15/16,,USD,8.75,Drinks,Cash,,
7/15/16,,USD,8.00,Drinks,Cash,,
7/16/16,P2.659,USD,10.00,Fuel,Cash,,
7/16/16,,USD,6.68,Lunch,Cash,,
7/16/16,,USD,5.29,Snack,Cash,,
7/16/16,,USD,5.11,BoatOne,Cash,,
7/16/16,Crocies,USD,15.88,BoatOne,Cash,,
7/16/16,,USD,9.00,Drinks,Cash,,
7/17/16,P2.659,USD,20.00,Fuel,Cash,,
7/17/16,,USD,90.00,Dinner,Cash,,
7/17/16,,USD,7.00,Drinks,Cash,,
7/18/16,,USD,12.00,BoatOne,Cash,,
7/18/16,,USD,5.29,Snack,Cash,,
7/18/16,,USD,14.28,Groceries,Cash,,
7/19/16,,USD,30.00,Haircut,Cash,,
7/19/16,,USD,7.00,Drinks,Cash,,
7/19/16,,USD,16.00,Drinks,Cash,,
7/20/16,,USD,9.36,HomeMaintenance,Cash,,
7/21/16,,USD,3.16,Snack,Cash,,
7/21/16,,USD,8.07,Snack,Cash,,
7/21/16,,USD,21.70,Drinks,Cash,,
7/23/16,,USD,20.25,Breakfast,Cash,,
7/23/16,,USD,21.50,Books,Cash,,
7/24/16,CalaDrill,USD,8.59,Rx,Cash,,
7/24/16,,USD,5.86,Groceries,Cash,,
7/26/16,,USD,8.00,Lunch,Cash,,
7/26/16,,USD,3.13,Starbucks,Cash,,
7/26/16,,USD,10.00,Fuel,Cash,,
7/26/16,,USD,6.50,DrewTime,Cash,,
7/26/16,,USD,14.55,Groceries,Cash,,
7/27/16,,USD,13.34,Lunch,Cash,,
7/27/16,Caladryl,USD,17.18,Medical,Cash,,
7/28/16,,USD,2.81,Starbucks,Cash,,
7/28/16,,USD,6.50,Lunch,Cash,,
7/28/16,P2.659,USD,20.00,Fuel,Cash,,
7/28/16,,USD,20.33,Groceries,Cash,,
7/29/16,,USD,36.41,Groceries,Cash,,
7/29/16,,USD,69.00,Dinner,Cash,,
7/29/16,,USD,20.00,Drinks,Cash,,
7/30/16,,USD,47.65,Groceries,Cash,,
7/30/16,,USD,41.05,Groceries,Cash,,
7/31/16,,USD,6.13,HomeMaintenance,Cash,,
7/31/16,R2.05,USD,11.25,Fuel,Cash,,
7/31/16,P2.849,USD,10.00,Fuel,Cash,,
7/31/16,,USD,2.50,MiscSnack,Cash,,
7/31/16,TexasRoadhouse,USD,36.00,Dinner,Cash,,
7/31/16,P2.849,USD,10.00,Fuel,Cash,,
7/31/16,,USD,11.16,MiscSnack,Cash,,
7/31/16,,USD,3.13,Starbucks,Cash,,
8/1/16,,USD,4.32,Coffee,Cash,,
8/1/16,,USD,14.20,Lunch,Cash,,
8/1/16,,USD,4.50,MiscSnack,Cash,,
8/2/16,,USD,24.00,Groceries,Cash,,
8/2/16,,USD,6.00,Lunch,Cash,,
8/3/16,,USD,27.03,Groceries,Cash,,
8/3/16,,USD,4.25,DrewTime,Cash,,
8/3/16,P2.459,USD,10.00,Fuel,Cash,,
8/5/16,,USD,21.00,Drinks,Cash,,
8/5/16,,USD,27.27,Groceries,Cash,,
8/5/16,P2.799,USD,10.00,Fuel,Cash,,
8/5/16,,USD,7.60,Smokes,Cash,,
8/6/16,,USD,14.95,Laundry,Cash,,
8/6/16,,USD,48.22,HomeMaintenance,Cash,,
8/6/16,,USD,43.93,Groceries,Cash,,
8/6/16,,USD,2.50,Starbucks,Cash,,
8/6/16,,USD,31.50,Office Supplies,Cash,,
8/6/16,,USD,8.50,Drinks,Cash,,
8/7/16,P2.599,USD,20.00,Fuel,Cash,,
8/7/16,,USD,7.32,Lunch,Cash,,
8/7/16,,USD,56.00,Dinner,Cash,,
8/7/16,Monitor ,USD,127.50,OfficeSupply,Cash,,
8/8/16,,USD,16.78,Groceries,Cash,,
8/9/16,,USD,8.00,Lunch,Cash,,
8/9/16,P2.599,USD,10.00,Fuel,Cash,,
8/9/16,,USD,24.78,Groceries,Cash,,
8/10/16,,USD,32.50,MiscSnack,Cash,,
8/10/16,,USD,8.00,Lunch,Cash,,
8/10/16,,USD,2.60,Starbucks,Cash,,
8/10/16,,USD,18.80,Groceries,Cash,,
8/11/16,HouseClean,USD,60.00,HomeMaintenance,Cash,,
8/12/16,P2.599,USD,10.00,Fuel,Cash,,
8/12/16,,USD,23.89,Groceries,Cash,,
8/12/16,,USD,72.00,Dinner,Cash,,
8/13/16,,USD,34.50,Dinner,Cash,,
8/13/16,,USD,275.00,TGNDomains,Cash,,
8/13/16,,USD,42.44,Groceries,Cash,,
8/13/16,,USD,15.00,Drinks,Cash,,
8/14/16,,USD,22.73,Groceries,Cash,,
8/14/16,P2.599,USD,10.00,Fuel,Cash,,
8/14/16,,USD,32.37,Groceries,Cash,,
8/14/16,,USD,4.24,HomeMaintenance,Cash,,
8/14/16,,USD,16.75,HomeMaintenance,Cash,,
8/14/16,,USD,18.00,Dinner,Cash,,
8/15/16,Gas,USD,15.00,Rosario,Cash,,
8/15/16,,USD,100.00,HomeMaintenance,Cash,,
8/16/16,,USD,8.50,Lunch,Cash,,
8/16/16,,USD,13.47,Groceries,Cash,,
8/16/16,,USD,2.50,Starbucks,Cash,,
8/17/16,,USD,10.98,Groceries,Cash,,
8/18/16,AnkleBrace-Tea+,USD,33.12,Incidentals,Cash,,
8/18/16,,USD,8.50,Lunch,Cash,,
8/18/16,,USD,2.50,Starbucks,Cash,,
8/18/16,,USD,30.00,Haircut,Cash,,
8/18/16,P2.599,USD,20.00,Fuel,Cash,,
8/18/16,,USD,11.83,Groceries,Cash,,
8/19/16,,USD,7.98,Groceries,Cash,,
8/19/16,AnkleBraces,USD,0.00,Medical,Cash,,
8/19/16,,USD,5.59,Lunch,Cash,,
8/19/16,,USD,20.00,Drinks,Cash,,
8/20/16,P2.639,USD,17.00,Fuel,Cash,,
8/20/16,,USD,140.00,TriAthlon,Cash,,
8/20/16,,USD,15.00,BMWmaintenance,Cash,,
8/20/16,,USD,17.95,BMWmaintenance,Cash,,
8/21/16,,USD,14.50,MiscSnack,Cash,,
8/21/16,P2.639,USD,20.00,Fuel,Cash,,
8/21/16,,USD,15.48,Groceries,Cash,,
8/22/16,,USD,17.05,Groceries,Cash,,
8/23/16,,USD,6.50,Lunch,Cash,,
8/23/16,,USD,2.60,Starbucks,Cash,,
8/23/16,,USD,18.24,Groceries,Cash,,
8/23/16,,USD,13.12,Groceries,Cash,,
8/24/16,,USD,20.32,Groceries,Cash,,
8/24/16,,USD,6.36,Groceries,Cash,,
8/24/16,,USD,6.50,DrewTime,Cash,,
8/25/16,,USD,60.00,HomeMaintenance,Cash,,
8/25/16,,USD,6.50,Lunch,Cash,,
8/25/16,,USD,2.60,Starbucks,Cash,,
8/25/16,P2.639,USD,10.00,Fuel,Cash,,
8/26/16,,USD,9.26,Lunch,Cash,,
8/26/16,,USD,55.00,Dinner,Cash,,
8/27/16,,USD,8.11,Lunch,Cash,,
8/27/16,Gaterade,USD,4.06,Miscellaneous,Cash,,
8/27/16,,USD,27.61,Groceries,Cash,,
8/28/16,,USD,43.85,Groceries,Cash,,
8/28/16,,USD,1.06,Groceries,Cash,,
8/28/16,,USD,37.00,Drinks,Cash,,
8/29/16,P2.639,USD,10.00,Fuel,Cash,,
8/29/16,,USD,14.12,Lunch,Cash,,
8/30/16,,USD,6.50,Lunch,Cash,,
8/30/16,,USD,2.60,Starbucks,Cash,,
8/31/16,,USD,9.50,Lunch,Cash,,
8/31/16,P2.779,USD,5.00,Fuel,Cash,,
9/1/16,DrewTime,USD,28.87,Dinner,Cash,,
9/1/16,,USD,5.50,DrewTime,Cash,,
9/1/16,,USD,16.36,Groceries,Cash,,
9/1/16,,USD,7.60,Smokes,Cash,,
9/2/16,,USD,5.33,Lunch,Cash,,
9/2/16,,USD,11.61,Groceries,Cash,,
9/2/16,R2.499,USD,10.00,Fuel,Cash,,
9/2/16,,USD,7.00,Drinks,Cash,,
9/2/16,,USD,9.00,Drinks,Cash,,
9/3/16,,USD,50.00,Dinner,Cash,,
9/3/16,,USD,6.36,Groceries,Cash,,
9/4/16,,USD,35.78,Groceries,Cash,,
9/4/16,,USD,30.00,Drinks,Cash,,
9/5/16,,USD,25.00,Drinks,Cash,,
9/6/16,,USD,6.50,Lunch,Cash,,
9/6/16,,USD,2.60,Starbucks,Cash,,
9/6/16,,USD,6.50,Smokes,Cash,,
9/6/16,"M2,419",USD,14.00,Fuel,Cash,,
9/6/16,,USD,14.12,Groceries,Cash,,
9/7/16,,USD,7.15,Lunch,Cash,,
9/7/16,,USD,52.31,Groceries,Cash,,
9/7/16,,USD,60.00,HomeMaintenance,Cash,,
9/8/16,,USD,30.00,Drinks,Cash,,
9/8/16,,USD,6.50,Lunch,Cash,,
9/8/16,,USD,2.60,Starbucks,Cash,,
9/9/16,,USD,5.71,Lunch,Cash,,
9/9/16,M2.459,USD,20.00,Fuel,Cash,,
9/10/16,,USD,14.00,Drinks,Cash,,
9/10/16,,USD,33.98,Groceries,Cash,,
9/10/16,TDTastyTradeEvent,USD,20.00,Parking,Cash,,
9/10/16,TDTastyTradeEvent,USD,7.50,Lunch,Cash,,
9/10/16,,USD,7.50,Smokes,Cash,,
9/10/16,,USD,7.58,Groceries,Cash,,
9/11/16,,USD,15.37,Dinner,Cash,,
9/11/16,,USD,14.73,Lunch,Cash,,
9/12/16,,USD,7.60,Smokes,Cash,,
9/12/16,,USD,5.50,Lunch,Cash,,
9/13/16,,USD,6.66,Lunch,Cash,,
9/13/16,,USD,13.95,Groceries,Cash,,
9/14/16,,USD,15.36,Groceries,Cash,,
9/15/16,,USD,6.50,Lunch,Cash,,
9/15/16,,USD,7.50,Smokes,Cash,,
9/15/16,,USD,2.60,Starbucks,Cash,,
9/15/16,,USD,21.56,Groceries,Cash,,
9/15/16,M2.399,USD,20.00,Fuel,Cash,,
9/15/16,,USD,14.98,Groceries,Cash,,
9/16/16,,USD,4.44,Lunch,Cash,,
9/16/16,,USD,63.00,Dinner,Cash,,
9/17/16,,USD,16.00,Books,Cash,,
9/17/16,,USD,15.00,Lunch,Cash,,
9/17/16,,USD,12.98,Groceries,Cash,,
9/17/16,,USD,3.25,Groceries,Cash,,
9/18/16,,USD,14.90,Lunch,Cash,,
9/18/16,,USD,5.00,Gifts,Cash,,
9/18/16,,USD,60.00,Dinner,Cash,,
9/19/16,,USD,3.35,Dinner,Cash,,
9/19/16,,USD,7.12,Lunch,Cash,,
9/20/16,,USD,6.50,Lunch,Cash,,
9/20/16,M2.639,USD,25.00,Fuel,Cash,,
9/20/16,,USD,5.07,Dinner,Cash,,
9/21/16,,USD,13.71,Groceries,Cash,,
9/21/16,,USD,43.54,Groceries,Cash,,
9/21/16,P2.899,USD,10.00,Fuel,Cash,,
9/21/16,,USD,7.60,Smokes,Cash,,
9/21/16,,USD,14.98,HomeMaintenance,Cash,,
9/22/16,,USD,13.18,Groceries,Cash,,
9/22/16,,USD,6.50,Lunch,Cash,,
9/22/16,,USD,2.98,Starbucks,Cash,,
9/23/16,,USD,22.58,Groceries,Cash,,
9/23/16,,USD,20.45,Dinner,Cash,,
